Filename,Sender Info,Addressee Info,input,predicted_sender,predicted_receiver
13_1776_11822.xml,"Martin  Hentius (Heinz, Transsylvanus)_8377",Heinrich  Bullinger_495,"Farewell, my very dear friend, and greet each one most dear to me.","Martin  Hentius (Heinz, Transsylvanus)_8377","Martin  Hentius (Heinz, Transsylvanus)_8377 very dear friend"
13_1776_11822.xml,"Martin  Hentius (Heinz, Transsylvanus)_8377",Heinrich  Bullinger_495,"Thirdly, I ask that Laurentius Sybenbyrger, if he is still with you, be greeted affectionately.","Martin  Hentius (Heinz, Transsylvanus)_8377","Laurentius Sybenbyrger, Heinrich  Bullinger_495"
13_1747_11793.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Salute your entire household with Theodore, Gvaltherus, Pellicanus, Megander, Erasmus, and all the rest who love the name of our Lord Jesus Christ, and love us in him.",Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 entire household, Theodore, Gvaltherus, Pellicanus, Megander, Erasmus, all the rest who love the name of Ambrosius  Blarer (Blaurer)_8055 Lord Jesus Christ and love Ambrosius  Blarer (Blaurer)_8055 in him"
13_1747_11793.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"All of ours greet you and entrust themselves to you, especially my German brother and Zviccius with Paul Fagius.",Ambrosius  Blarer (Blaurer)_8055,"Ambrosius  Blarer (Blaurer)_8055 German brother, Zviccius, Paul Fagius"
13_1727_11772.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,"Greet Mr. Pelican, Megandrus_8412, Bibliander_8171, Gvalter_8011, and the excellent Gesner_1283 and others on my behalf.",Celio Secondo  Curione_714,"Mr. Pelican, Megandrus_8412, Bibliander_8171, Gvalter_8011, Gesner_1283"
13_1727_11772.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,"All the brothers who are here, and especially my Viretus_3429, greet you.",Viretus_3429,Heinrich  Bullinger_495
13_1727_11772.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,"I beg you, greet your wife, a most holy woman, and all your children one by one, on my behalf and on behalf of my wife.","Celio Secondo  Curione_714, on behalf of Celio Secondo  Curione_714 wife","Heinrich  Bullinger_495, Heinrich  Bullinger_495 wife, all Heinrich  Bullinger_495 children"
13_1783_11829.xml,Guillaume  Farel_1049,Heinrich  Bullinger _495,Corderius sends you warm greetings.,Corderius,Heinrich  Bullinger _495
13_1783_11829.xml,Guillaume  Farel_1049,Heinrich  Bullinger _495,"The brothers salute you again and again, and greet you very courteously.",The brothers,Heinrich  Bullinger _495
13_1786_11832.xml,Christian  Hochholzer_1553,Heinrich  Bullinger_495,"Greet your wife, each of your children, and your servant in my name.",Christian  Hochholzer_1553 name,"Heinrich  Bullinger_495 wife, each of Heinrich  Bullinger_495 children, Heinrich  Bullinger_495 servant"
13_1800_11846.xml,Niklaus  Wyttenbach_3889,Heinrich  Bullinger_495,"Please command me to my honorable Lord Mayor Röisch_2816, along with his esteemed friendship, and also wish all good will and greetings to them.",Niklaus  Wyttenbach_3889,"Lord Mayor Röisch, his esteemed friendship"
13_1755_11801.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"After the index has been completed into a large volume, you will have it, if I conveniently run into the courier, and I will assign a price and, as much as I can at the cheap, but fair, I'll buy from the doctor, who also sends greetings to you.",the doctor,Heinrich  Bullinger_495
13_1755_11801.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,Greet D. Theodorum_8171 and Phrisium_4844.,Johannes  Gast_1278,"D. Theodorum_8171,  Phrisium_4844."
13_1824_11870.xml,Baldassare  Altieri_152,Heinrich  Bullinger_495,"My lord sends you many greetings, not less the rest of the brothers, especially those who are bound for Christ_17817 among us.","Baldassare  Altieri_152 lord, the rest of the brothers",Heinrich  Bullinger_495
13_1824_11870.xml,Baldassare  Altieri_152,Heinrich  Bullinger_495,"Greet all the saints of the church of Zurich, and primarily yourself, and love us in the Lord, in whom you can do all things, and may you live happily for a long time.",Baldassare  Altieri_152,"all the saints of the church of Zurich, yourself"
13_1714_11759.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"Farewell, and you will greet Theodore_8171 in my name.",Johannes  Gast_1278,"Heinrich  Bullinger_495, Theodore_8171"
13_1711_11756.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,You will greet Theodore_8171 and Pellican_8127.,Heinrich  Bullinger_495,"Theodore_8171, Pellican_8127."
13_1803_11849.xml,Martin  Bucer_467,Heinrich  Bullinger_495,All fellow disciples send you their greetings. We commend ourselves and all our affairs to them in the Lord.,All fellow disciples,Heinrich  Bullinger_495
13_1721_11766.xml,Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495,"Greet the pious, god-loving Pellican, master Casparnn_8412, Binderum_344 and all servants of the word.",Gervasius  Schuler (Scholasticus)_8440,"Pellican,  Casparnn_8412,  Binderum_344,  all servants of the word"
13_1721_11766.xml,Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495,"Lord Frederich_6959, my colleague, sends you his highest greetings; at the same time, my wife wishes you, your wife, and your family well-being.","Lord Frederich_6959, Gervasius  Schuler (Scholasticus)_8440 colleague, Gervasius  Schuler (Scholasticus)_8440 wife","Heinrich  Bullinger_495, Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 family"
13_1721_11766.xml,Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495,"I dare not demand letters from you, for I have not yet recovered my ineptness, but nonetheless, I would like to have a friendly greeting from you, it could not be better.",Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495
13_1719_11764.xml,Oswald  Pergener_2448,Heinrich  Bullinger_495,"Many brothers greet you, especially Onofrius Strategus_6717, Celestinus Hennig_8376.","Many brothers, Onofrius Strategus_6717, Celestinus Hennig_8376",Heinrich  Bullinger_495
13_1806_11852.xml,Matthias  Erb_1010,Heinrich  Bullinger_495,Greetings to Bullinger.,Matthias  Erb_1010,Bullinger
13_1724_11769.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,All of ours send their greetings to you.,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495
13_1753_11799.xml,"Martin  Hentius (Heinz, Transsylvanus)_8377",Heinrich  Bullinger_495,I greet Lord Conrad Pellican_8127 and his very honorable wife very warmly.,"Martin  Hentius (Heinz, Transsylvanus)_8377","Lord Conrad Pellican_8127,  his wife"
13_1738_11783.xml,"Nikolaus  Pfister (Artopoeus, Baling)_8114",Heinrich  Bullinger_495,"If I fare well, Mr. Mathaeus will explain in person, and about the matter of Erasmus_2810 at Bern. My little Elizabeth_2600 sends a great greeting to you and your wife and all your family.",Elizabeth_2600,"Heinrich  Bullinger_495, Heinrich  Bullinger_495 wife, all Heinrich  Bullinger_495 family"
13_1735_11780.xml,Martin  Mötteli_2237,Heinrich  Bullinger_495,"Sending my greetings to your dear housewife and all good gentlemen and brothers, especially Theodorum_8171.",Martin  Mötteli_2237,"Heinrich  Bullinger_495 dear housewife,all good gentlemen and brothers, Theodorum_8171"
13_1808_11854.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet your whole household with the heralds of the word of grace and with all your friends.,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495 whole household
13_1808_11854.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Our people all send you greetings.,Ambrosius  Blarer (Blaurer)_8055 people,Heinrich  Bullinger_495
13_1779_11825.xml,Heinrich  Bullinger_495,Philipp  Melanchthon_2095,"(Your friends) D. Megander, D. Pellicanus, D. Bibliander, and Erasmus Fabrilius, Ministers of our Church: also your school Professors: D. Ammianus, Collinus, Gessnerus, Werdmyller, and Celer, greet you.","D. Megander, D. Pellicanus, D. Bibliander, Erasmus Fabrilius, D. Ammianus, Collinus, Gessnerus, Werdmyller, Celer",Philipp  Melanchthon_2095
13_1733_11778.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,"Therefore, I pray by our love and friendship, that you introduce him to d. Frecht_1055, whom you will also greet on my behalf, and that Frecht_1055 and you commend him to d. Osiander_2301, so that he himself will assist his cause. ",Heinrich  Bullinger_495,"Ambrosius  Blarer (Blaurer)_8055, d. Frecht_1055, d. Osiander_2301"
13_1811_11857.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,Greet mister Theodore_8171 and mister Vadianus_8049 with Pellicanus_8127 and the other brothers.,Johannes  Gast_1278,"Theodore_8171, Vadianus_8049, Pellicanus_8127"
13_1744_11790.xml,Anna  Hilles_1413,Heinrich  Bullinger_495,"Please, also greet your beloved wife in the Lord for me, for whom you will also receive a small gift enclosed as a sign of friendship.",Anna  Hilles_1413,Heinrich  Bullinger_495 wife
13_1744_11790.xml,Anna  Hilles_1413,Heinrich  Bullinger_495,"A servant of mine from our family sends his greetings, although he is unknown in person, whose assistance I have used in composing this letter.",A servant of mine from Anna  Hilles_1413 family,Heinrich  Bullinger_495
13_1821_11867.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,"You will greet d. Pellican_8127, the most holy old man, Bibliander_8171 most learned and Megander_8412, Gwalter_8011 most charming and Pinarium, the most diligent of teachers and a good man, and others, who recognize us and to whom we owe something, especially Gesner_1283, the sharpest physician and philosopher.",Heinrich  Bullinger_495,"d. Pellican_8127, Bibliander_8171,Megander_8412, Gwalter_8011,Pinarium, Gesner_1283"
13_1821_11867.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,"My wife salutes you and your wife with children and the whole family, and she also endowed me with a little daughter in the Lord in the last few days.",Celio Secondo  Curione_714 wife,"Heinrich  Bullinger_495, Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 children, the whole family"
13_1821_11867.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,Viret_3429 and Ribit_6216 greet you.,"Viret_3429, Ribit_6216",Heinrich  Bullinger_495
13_1796_11842.xml,Peter  Fuchs_1057,Heinrich  Bullinger_495,"Greet my wife, Sir Gwaltherum, Master Jacob Sprungly_6657, his wife and all other good friends a thousand times.",Peter  Fuchs_1057,"Peter  Fuchs_1057 wife, Sir Gwaltherum, Master Jacob Sprungly_6657, his wife"
13_1788_11834.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,You will greet all of yours diligently.,Ambrosius  Blarer (Blaurer)_8055,all of Ambrosius  Blarer (Blaurer)_8055
13_1791_11837.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"You will greet D. Vadianus_8049, a pious and excellent man, on my behalf, if you're going to write to him; similarly, send my warmest regards to Theodor_8171, a divine man.",Johannes  Gast_1278,"D. Vadianus_8049, Theodor_8171"
13_1805_11851.xml,Johann Leopold (Lüpold)  Frey_8082,Heinrich  Bullinger_495,"And my brothers, most worthy masters, also greet me.",Johann Leopold (Lüpold)  Frey_8082 brothers,Johann Leopold (Lüpold)  Frey_8082
13_1805_11851.xml,Johann Leopold (Lüpold)  Frey_8082,Heinrich  Bullinger_495,"You will also greet on my behalf all those of yours and mine, to whom I was not allowed to write due to the messenger's swift departure.",Johann Leopold (Lüpold)  Frey_8082,all those of Heinrich  Bullinger_495 and mine
13_1749_11795.xml,Heinrich  Bullinger_495,Joachim  Vadian (von Watt)_8049,"That drunkard, who came here for the sake of investigation, whether he might have been infected with leprosy, left without greeting me; therefore, I kept the letters I had written to you up to this point; now I send them through the honorable Clarer_1861, my beloved brother.",Heinrich  Bullinger_495,Clarer_1861
13_1765_11811.xml,"Martin  Hentius (Heinz, Transsylvanus)_8377",Heinrich  Bullinger_495,"Greet everyone, especially Mr. Bibliandrum_8171 and please excuse me for not writing to him; likewise Mr. Christoph Froschouer_1227, Mr. Gvalder, Master Otto Werthmiller, etc.","Martin  Hentius (Heinz, Transsylvanus)_8377","Mr. Bibliandrum_8171, Mr. Christoph Froschouer_1227, Mr. Gvalder, Master Otto Werthmiller"
13_1827_11873.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,All our people send their regards to you.,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495
13_1827_11873.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"On my behalf, send greetings to your whole household, to consul Röstio_2816 and his son with his wife.",Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 whole household, consul Röstio_2816, his son, his son's wife"
13_1827_11873.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,You will warmly and frequently greet our friend Gvaltherum_8011 who is one of a kind and the best.,Heinrich  Bullinger_495,Gvaltherum_8011
13_1730_11775.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet the whole house along with all the brothers and friends.,Ambrosius  Blarer (Blaurer)_8055 ,"the whole house, all the brothers, friends."
13_1793_11839.xml,Heinrich  Bullinger_495,Matthias  Erb_1010,You would greet your very dear Mr. Nicolas the King_8088 and the other brothers.,Matthias  Erb_1010,"Mr. Nicolas the King_8088, the other brothers"
13_1793_11839.xml,Heinrich  Bullinger_495,Matthias  Erb_1010,"The beloved godfather Mr. Megander_8412 sends his greetings to you, along with the other brothers.",Mr. Megander_8412,"Matthias  Erb_1010, the other brothers"
13_1793_11839.xml,Heinrich  Bullinger_495,Matthias  Erb_1010,You would particularly greet and commend Vogler_8071.,Matthias  Erb_1010,Vogler_8071
13_1745_11791.xml,Hans  Ratgeb_2700,Heinrich  Bullinger_495,"I would ask you to greet Mr. Heinrich Gölldlin for me, and to show him the new sea, as his pagan or holy father, the pope, does.",Hans  Ratgeb_2700,"Heinrich  Bullinger_495, Mr. Heinrich Gölldlin"
13_1770_11816.xml,Baldassare  Altieri_152,Heinrich  Bullinger_495,"When you have some spare time, write to us; your letters or those of your brothers, whom you will greet on behalf of myself and others, will greatly alleviate our discomforts. You will pray for us, as we do for you diligently and reciprocally.",on behalf of Baldassare  Altieri_152 and others,"Heinrich  Bullinger_495, Heinrich  Bullinger_495 brothers"
13_1716_11761.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Salute, as sincerely as possible, all the brothers and friends, especially Mr Rostius, the consul, with his wife and all your household, especially also to Rudolph Gualther_8011 our friend, who neither out of leisure nor phlegm was able to write.",Ambrosius  Blarer (Blaurer)_8055,"Mr Rostius, the consul, with his wife and all Heinrich  Bullinger_495 household, Rudolph Gualther_8011"
13_1716_11761.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,All ours salute you.,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495
13_1797_11843.xml,Heinrich  Bullinger_495,Martin  Bucer_467,All the brothers greet you.,All the brothers,Martin  Bucer_467
13_1797_11843.xml,Heinrich  Bullinger_495,Martin  Bucer_467,Greet this one very kindly along with Paul_19981.,Heinrich  Bullinger_495,Paul
13_1769_11815.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,"Röystius_2816, Lavaterus_1888, fratres symmistae, etc., salute you.","Röystius_2816, Lavaterus_1888, fratres symmistae, etc.",Ambrosius  Blarer (Blaurer)_8055
13_1769_11815.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,You will greet yours and mine.,Ambrosius  Blarer (Blaurer)_8055,mine
13_1751_11797.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,"Please tell lord Theodore_8171, unless he is entirely without leisure, to greet me sometime.",Heinrich  Bullinger_495,"Theodore_8171, Oswald  Myconius (Geißhüsler)_8418"
13_1739_11784.xml,Johannes  Comander_654,Heinrich  Bullinger_495,Your brothers John Blasius and Philip send their greetings.,"John Blasius, Philip",Heinrich  Bullinger_495
13_1748_11794.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Greet the brothers and friends, especially our Gvalther_8011.",Ambrosius  Blarer (Blaurer)_8055,Gvalther
13_1731_11776.xml,Simprecht  Vogt_3481,Heinrich  Bullinger_495,Lingkius and Sebastian_5056 send you and Megandrum_8412 greetings.,Lingkius and Sebastian_5056,"Heinrich  Bullinger_495,Megandrum_8412"
13_1731_11776.xml,Simprecht  Vogt_3481,Heinrich  Bullinger_495,The old man (whom Bucer_467 calls exabbot) and Bovillus wished me to send you their most dutiful greetings on their behalf.,"old man, Bovillus",Heinrich  Bullinger_495
13_1734_11779.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,Greet everyone in my name.,Eberhard  von Rümlang_3700,everyone
13_1757_11803.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet your entire household along with your best friends and brothers.,Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 entire household, Heinrich  Bullinger_495 best friends, brothers."
13_1826_11872.xml,Heinrich  Bullinger_495,Matthias  Erb_1010,"Greetings to you from d. Megander_8412, Fabritius_8437, Pelicanus, Bibliander_8171, Gvaltherus_8011 and all the rest.",". Megander_8412, Fabritius_8437, Pelicanus, Bibliander_8171, Gvaltherus_8011 ",Matthias  Erb_1010
13_1815_11861.xml,Richard  Hilles_1548,Heinrich  Bullinger_495,"My wife sends very diligent greetings above all, to your most pious wife. She also says that she has wished for something, so that she, who already has so many beautiful children with her, will pray for the spouse of D. Megandri_8412, that she also might bear offspring.",Richard  Hilles_1548 wife,"Heinrich  Bullinger_495 most pious wife, the spouse of D. Megandri_8412"
13_1815_11861.xml,Richard  Hilles_1548,Heinrich  Bullinger_495,"I ask that you greet in my name all those learned men among you, to whom the church of Christ is greatly indebted, and may our Lord Jesus, that Prince of shepherds, grant them great reward on that day, but especially to you.",Heinrich  Bullinger_495,"all those learned men among Heinrich  Bullinger_495, the church of Christ"
10_1406_11449.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,"Greet your wife and mother in my name, with the whole family.","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011 name","Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 mother, the whole family"
10_1411_11454.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,You will greet my wife and mother along with the whole family in my name.,Heinrich  Bullinger_495,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011 wife, mother, whole family"
10_1411_11454.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,I also wish to greet my brother John_527 more than a thousand times.,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011 brother John_527"
10_1441_11484.xml,Simon  Grynäus_1365,title: Pfarrer_49title: Pfarrer_49,It has been imposed upon me by everyone to send all greetings as diligently as possible.,Simon  Grynäus_1365,everyone
10_1421_11464.xml,Johannes  Wolf_3988,Heinrich  Bullinger_495,"You will greet your mother, wife, children etc.",Heinrich  Bullinger_495,"Heinrich  Bullinger_495 mother, wife, children"
10_1396_11439.xml,Johannes  Zwick_4079,Heinrich  Bullinger_495,"Warmly greet your wife, mother, and children.",Unnamed Johannes  Zwick_4079,"Heinrich  Bullinger_495 wife, mother, and children"
10_1393_11436.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,Myconius_8418 and Gryneus_1365 greet you.,"Myconius_8418,  Gryneus_1365",Heinrich  Bullinger_495
10_1393_11436.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,Greet your entire family in my name.,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011 name",Heinrich  Bullinger_495 entire family
10_1359_11402.xml,Otto  Werdmüller (Myliander)_8459,Heinrich  Bullinger_495,Please send my regards to Mr. Iacob Amman_7077 and the other preceptors to be respected forever.,Otto  Werdmüller (Myliander)_8459,"Mr. Iacob Amman_7077, other preceptors"
10_1361_11404.xml,John  Butler_506,Heinrich  Bullinger_495,"Moreover, these good men, one of whom will soon be present in your company as a living letter, as he promised in his own handwriting, send you their warm greetings. They seek to remove the arches, for which they have dealt with Chinehe and Abis ",Send Heinrich  Bullinger_495 their warm,"Heinrich  Bullinger_495, Chinehe, Abis"
10_1361_11404.xml,John  Butler_506,Heinrich  Bullinger_495,I ask you to greet all your companions in the Lord.,John  Butler_506,Heinrich  Bullinger_495 companions in the Lord
10_1373_11416.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"All those you ordered to send greetings, reciprocate your greetings.",Heinrich  Bullinger_495,All those Heinrich  Bullinger_495 ordered to send greetings
10_1373_11416.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"May our wife, children, brothers, and all our friends greet you in return.","Ambrosius  Blarer (Blaurer)_8055 wife, children, brothers, and all Ambrosius  Blarer (Blaurer)_8055 friends",Heinrich  Bullinger_495
10_1348_11391.xml,Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495,"Send my greetings to your wife, your parents, and all your family, to lord Leo_1753, Pelican_8127, Theodore_8171, Megander_8412, and Erasmus Fabritius_8437.",Gervasius  Schuler (Scholasticus)_8440,"Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 parents, all Heinrich  Bullinger_495 family, lord Leo_1753, Pelican_8127, Theodore_8171, Megander_8412,  Erasmus Fabritius_8437."
10_1348_11391.xml,Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495,My Frecht_1055 greets you in the letters written to me.,Frecht_1055,Heinrich  Bullinger_495
10_1376_11419.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,"Please, greet the entire college of scholars.",Eberhard  von Rümlang_3700,the entire college of scholars
10_1399_11442.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet your wife and the excellent men and brothers who are with you with the utmost diligence and respect.,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495 wife 
10_1399_11442.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Our people bid me to send greetings to you.,Ambrosius  Blarer (Blaurer)_8055 people,Heinrich  Bullinger_495
10_1387_11430.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,With these few words I wanted to greet you again.,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495
10_1387_11430.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,"Give my greetings to Theodorus_8171 and Pellicanum_8127, and tell them to let me know whether they laughed or cried over our theological exercises.",Oswald  Myconius (Geißhüsler)_8418,"Theodorus_8171, Pellicanum_8127"
10_1385_11428.xml,Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495,"Especially greets you the doctor of our city, a piously learned man, Hulderichus Wolffart_3994, who adores and venerates you as the unique successor of the holiest man, Zwingli_4091 , although unknown by face.",Gervasius  Schuler (Scholasticus)_8440,Hulderichus Wolffart_3994
10_1425_11468.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,"Greet your wife and your mother on my behalf, along with the whole family, and also Ammianus_167 and Collinus_4554.","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011","Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 mother, the whole family, Ammianus_167, Collinus_4554."
10_1425_11468.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,"Greet Leo_1753, Pellican_8127 etc., especially your wife and parent.","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011","Leo_1753, Pellican_8127, Heinrich  Bullinger_495 wife, parent."
10_1392_11435.xml,Johannes  Comander_654,Heinrich  Bullinger_495,"Send greetings in my name to master Leon, Pelican, Megander and Amianus, my lords and dearest brothers.",Johannes  Comander_654,"master Leon, Pelican, Megander, Amianus"
10_1358_11401.xml,Pierre  Viret_3429,Heinrich  Bullinger_495,"Please send my regards to your colleagues and your fellow initiates, our brothers in the Lord most worthy of our respect.",Pierre  Viret_3429,"Heinrich  Bullinger_495 colleagues, Heinrich  Bullinger_495 fellow initiates, Pierre  Viret_3429 brothers in the Lord"
10_1358_11401.xml,Pierre  Viret_3429,Heinrich  Bullinger_495,My colleagues and brothers who are with us send their greetings to you.,"Pierre  Viret_3429 colleagues, brothers",Heinrich  Bullinger_495
10_1360_11403.xml,Béat  Comte (Comes Donzarensis)_8031,Heinrich  Bullinger_495,I give warm greetings to all your companions.,Béat  Comte (Comes Donzarensis)_8031,all Heinrich  Bullinger_495 companions
10_1402_11445.xml,Kaspar  von Hallwyl_3856,Heinrich  Bullinger _495,"My friendly regards and goodwill services are all times before highly esteemed, pious, well-educated, beloved lords.",Kaspar  von Hallwyl_3856,"highly esteemed, pious, well-educated, beloved lords"
10_1377_11420.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,"Please send my greetings to Theodore_8171 and tell him to look forward to the debate, on account of which he will laugh much more.",Oswald  Myconius (Geißhüsler)_8418,Theodore_8171
10_1398_11441.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,You will carefully greet Zviccium_4079 and the brothers.,Ambrosius  Blarer (Blaurer)_8055,"Zviccium_4079,  brothers"
10_1434_11477.xml,Johannes  Zwick_4079,Heinrich  Bullinger_495,"Greetings again from all the good, especially Ambrose_8055 together with his brother.","Ambrose_8055, his brother",receiver
10_1349_11392.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,Give greetings to Theodorus_8171 and Pellicanus_8127.,Oswald  Myconius (Geißhüsler)_8418,"Theodorus_8171, Pellicanus_8127"
10_1380_11423.xml,John  Butler_506,Heinrich  Bullinger_495,"Mr. Grynaeus gives this enclosed coin here as a gift to your excellent wife, whom I ask you to salute in my name along with your mother and all the family.",Mr. Grynaeus,"Heinrich  Bullinger_495 excellent wife, Heinrich  Bullinger_495 mother, all the family"
10_1380_11423.xml,John  Butler_506,Heinrich  Bullinger_495,I beg you to greet my most diligent guest Mr. Pellican along with all your colleagues in my words.,John  Butler_506,"Mr. Pellican, all Heinrich  Bullinger_495 colleagues"
10_1394_11437.xml,John  Butler_506,Heinrich  Bullinger_495,Please greet all your colleagues with my words in the Lord.,John  Butler_506,Heinrich  Bullinger_495 colleagues
10_1420_11463.xml,"Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011",Heinrich  Bullinger_495,"Greet my mother and wife with my words, along with the entire family.","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011","Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011 mother, Rudolf  Gwalther (Walter, Gualtherus, Walthart) d.Ä._8011 wife, the entire family"
10_1423_11466.xml,Simon  Grynäus_1365,Heinrich  Bullinger_495,Greet all the brothers for me; I ask all the Lord that they may be well in Him.,Simon  Grynäus_1365,all the brothers
10_1383_11426.xml,Johannes  Wolf_3988,Heinrich  Bullinger_495,"Greet your wife, mother, sons and daughters, and especially my Christopher.",Johannes  Wolf_3988,receiver
10_1431_11474.xml,Johannes  Wolf_3988,Heinrich  Bullinger_495,"Farewell, greetings to your mother, wife and entire family.",Johannes  Wolf_3988,"Heinrich  Bullinger_495 mother, wife and entire family."
